date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:27:39	46675/46675	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Aug%202021%2017:12:38%20GMT	https://7oroof.com/demos/solatec/assets/images/backgrounds/map4.png	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/backgrounds/map4.png	(from https://7oroof.com/demos/solatec/home-modern.html)
22:27:39	177822/177822	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Aug%202021%2017:12:43%20GMT	https://7oroof.com/demos/solatec/assets/images/banners/11.png	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/banners/11.png	(from https://7oroof.com/demos/solatec/home-modern.html)
22:27:39	82461/82461	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:12:41%20GMT	https://7oroof.com/demos/solatec/assets/images/banners/10.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/banners/10.jpg	(from https://7oroof.com/demos/solatec/home-modern.html)
22:27:40	163260/163260	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:12:45%20GMT	https://7oroof.com/demos/solatec/assets/images/banners/12.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/banners/12.jpg	(from https://7oroof.com/demos/solatec/home-modern.html)
22:27:40	40471/40471	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:12:36%20GMT	https://7oroof.com/demos/solatec/assets/images/backgrounds/4.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/backgrounds/4.jpg	(from https://7oroof.com/demos/solatec/home-modern.html)
22:27:40	23893/23893	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:12:51%20GMT	https://7oroof.com/demos/solatec/assets/images/banners/6.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/banners/6.jpg	(from https://7oroof.com/demos/solatec/home-modern.html)
22:27:41	75518/75518	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:44%20GMT	https://7oroof.com/demos/solatec/assets/images/sliders/3.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/sliders/3.jpg	(from https://7oroof.com/demos/solatec/home-classic.html)
22:27:41	185279/185279	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:47%20GMT	https://7oroof.com/demos/solatec/assets/images/sliders/4.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/sliders/4.jpg	(from https://7oroof.com/demos/solatec/home-classic.html)
22:27:41	44302/44302	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:12:52%20GMT	https://7oroof.com/demos/solatec/assets/images/banners/9.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/banners/9.jpg	(from https://7oroof.com/demos/solatec/home-classic.html)
22:27:42	15799/15799	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:12:35%20GMT	https://7oroof.com/demos/solatec/assets/images/backgrounds/3.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/backgrounds/3.jpg	(from https://7oroof.com/demos/solatec/home-classic.html)
22:27:42	125873/125873	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Aug%202021%2017:12:43%20GMT	https://7oroof.com/demos/solatec/assets/images/banners/1.png	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/banners/1.png	(from https://7oroof.com/demos/solatec/home-classic.html)
22:27:42	345140/345140	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:12:51%20GMT	https://7oroof.com/demos/solatec/assets/images/banners/5.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/banners/5.jpg	(from https://7oroof.com/demos/solatec/home-classic.html)
22:27:43	38715/38715	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Aug%202021%2017:12:38%20GMT	https://7oroof.com/demos/solatec/assets/images/backgrounds/map3.png	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/backgrounds/map3.png	(from https://7oroof.com/demos/solatec/home-classic.html)
22:27:43	231733/231733	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:07%20GMT	https://7oroof.com/demos/solatec/assets/images/page-titles/1.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/page-titles/1.jpg	(from https://7oroof.com/demos/solatec/about-us.html)
22:27:43	326839/326839	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:19%20GMT	https://7oroof.com/demos/solatec/assets/images/page-titles/2.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/page-titles/2.jpg	(from https://7oroof.com/demos/solatec/how-it-works.html)
22:27:44	191403/191403	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:19%20GMT	https://7oroof.com/demos/solatec/assets/images/page-titles/3.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/page-titles/3.jpg	(from https://7oroof.com/demos/solatec/team.html)
22:27:44	12458/12458	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:49%20GMT	https://7oroof.com/demos/solatec/assets/images/team/1.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/team/1.jpg	(from https://7oroof.com/demos/solatec/team.html)
22:27:44	10997/10997	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:50%20GMT	https://7oroof.com/demos/solatec/assets/images/team/2.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/team/2.jpg	(from https://7oroof.com/demos/solatec/team.html)
22:27:44	8806/8806	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:50%20GMT	https://7oroof.com/demos/solatec/assets/images/team/3.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/team/3.jpg	(from https://7oroof.com/demos/solatec/team.html)
22:27:45	13237/13237	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:52%20GMT	https://7oroof.com/demos/solatec/assets/images/team/4.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/team/4.jpg	(from https://7oroof.com/demos/solatec/team.html)
22:27:45	13523/13523	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:52%20GMT	https://7oroof.com/demos/solatec/assets/images/team/5.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/team/5.jpg	(from https://7oroof.com/demos/solatec/team.html)
22:27:45	10094/10094	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:53%20GMT	https://7oroof.com/demos/solatec/assets/images/team/6.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/team/6.jpg	(from https://7oroof.com/demos/solatec/team.html)
22:27:45	10607/10607	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:53%20GMT	https://7oroof.com/demos/solatec/assets/images/team/7.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/team/7.jpg	(from https://7oroof.com/demos/solatec/team.html)
22:27:46	184788/184788	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:21%20GMT	https://7oroof.com/demos/solatec/assets/images/page-titles/4.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/page-titles/4.jpg	(from https://7oroof.com/demos/solatec/awards.html)
22:27:46	9832/9832	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:12:31%20GMT	https://7oroof.com/demos/solatec/assets/images/awards/1.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/awards/1.jpg	(from https://7oroof.com/demos/solatec/awards.html)
22:27:46	8121/8121	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:12:31%20GMT	https://7oroof.com/demos/solatec/assets/images/awards/2.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/awards/2.jpg	(from https://7oroof.com/demos/solatec/awards.html)
22:27:47	9823/9823	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:12:31%20GMT	https://7oroof.com/demos/solatec/assets/images/awards/3.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/awards/3.jpg	(from https://7oroof.com/demos/solatec/awards.html)
22:27:47	10025/10025	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:12:31%20GMT	https://7oroof.com/demos/solatec/assets/images/awards/4.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/awards/4.jpg	(from https://7oroof.com/demos/solatec/awards.html)
22:27:47	7599/7599	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:12:32%20GMT	https://7oroof.com/demos/solatec/assets/images/awards/5.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/awards/5.jpg	(from https://7oroof.com/demos/solatec/awards.html)
22:27:47	6038/6038	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:12:32%20GMT	https://7oroof.com/demos/solatec/assets/images/awards/6.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/awards/6.jpg	(from https://7oroof.com/demos/solatec/awards.html)
22:27:48	512518/512518	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:25%20GMT	https://7oroof.com/demos/solatec/assets/images/page-titles/5.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/page-titles/5.jpg	(from https://7oroof.com/demos/solatec/pricing.html)
22:27:48	113642/113642	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:23%20GMT	https://7oroof.com/demos/solatec/assets/images/page-titles/6.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/page-titles/6.jpg	(from https://7oroof.com/demos/solatec/faqs.html)
22:27:48	406705/406705	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:28%20GMT	https://7oroof.com/demos/solatec/assets/images/page-titles/7.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/page-titles/7.jpg	(from https://7oroof.com/demos/solatec/gallery.html)
22:27:49	53849/53849	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:00%20GMT	https://7oroof.com/demos/solatec/assets/images/gallery/1.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/gallery/1.jpg	(from https://7oroof.com/demos/solatec/gallery.html)
22:27:49	67573/67573	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:00%20GMT	https://7oroof.com/demos/solatec/assets/images/gallery/2.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/gallery/2.jpg	(from https://7oroof.com/demos/solatec/gallery.html)
22:27:49	114677/114677	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:03%20GMT	https://7oroof.com/demos/solatec/assets/images/gallery/3.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/gallery/3.jpg	(from https://7oroof.com/demos/solatec/gallery.html)
22:27:50	49667/49667	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:02%20GMT	https://7oroof.com/demos/solatec/assets/images/gallery/4.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/gallery/4.jpg	(from https://7oroof.com/demos/solatec/gallery.html)
22:27:50	57298/57298	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:02%20GMT	https://7oroof.com/demos/solatec/assets/images/gallery/5.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/gallery/5.jpg	(from https://7oroof.com/demos/solatec/gallery.html)
22:27:50	57298/57298	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:03%20GMT	https://7oroof.com/demos/solatec/assets/images/gallery/6.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/gallery/6.jpg	(from https://7oroof.com/demos/solatec/gallery.html)
22:27:51	420485/420485	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:33%20GMT	https://7oroof.com/demos/solatec/assets/images/page-titles/8.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/page-titles/8.jpg	(from https://7oroof.com/demos/solatec/careers.html)
22:27:51	388072/388072	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:32%20GMT	https://7oroof.com/demos/solatec/assets/images/page-titles/9.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/page-titles/9.jpg	(from https://7oroof.com/demos/solatec/shop.html)
22:27:51	29224/29224	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2017:12:12%20GMT	https://7oroof.com/demos/solatec/shop-single-product.html	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/shop-single-product.html	(from https://7oroof.com/demos/solatec/shop.html)
22:27:51	4852/4852	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:34%20GMT	https://7oroof.com/demos/solatec/assets/images/products/3.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/products/3.jpg	(from https://7oroof.com/demos/solatec/shop.html)
22:27:52	12367/12367	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:34%20GMT	https://7oroof.com/demos/solatec/assets/images/products/4.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/products/4.jpg	(from https://7oroof.com/demos/solatec/shop.html)
22:27:52	5545/5545	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:35%20GMT	https://7oroof.com/demos/solatec/assets/images/products/5.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/products/5.jpg	(from https://7oroof.com/demos/solatec/shop.html)
22:27:52	6299/6299	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:35%20GMT	https://7oroof.com/demos/solatec/assets/images/products/6.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/products/6.jpg	(from https://7oroof.com/demos/solatec/shop.html)
22:27:53	5828/5828	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:35%20GMT	https://7oroof.com/demos/solatec/assets/images/products/7.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/products/7.jpg	(from https://7oroof.com/demos/solatec/shop.html)
22:27:53	6309/6309	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:35%20GMT	https://7oroof.com/demos/solatec/assets/images/products/8.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/products/8.jpg	(from https://7oroof.com/demos/solatec/shop.html)
22:27:53	10136/10136	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:35%20GMT	https://7oroof.com/demos/solatec/assets/images/products/9.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/products/9.jpg	(from https://7oroof.com/demos/solatec/shop.html)
22:27:54	406705/406705	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:13%20GMT	https://7oroof.com/demos/solatec/assets/images/page-titles/12.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/page-titles/12.jpg	(from https://7oroof.com/demos/solatec/services.html)
22:27:54	93860/93860	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:14%20GMT	https://7oroof.com/demos/solatec/assets/images/page-titles/13.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/page-titles/13.jpg	(from https://7oroof.com/demos/solatec/services-single-service.html)
22:27:54	20709/20709	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:12:52%20GMT	https://7oroof.com/demos/solatec/assets/images/banners/7.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/banners/7.jpg	(from https://7oroof.com/demos/solatec/services-single-service.html)
22:27:54	144/144	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Aug%202021%2017:13:04%20GMT	https://7oroof.com/demos/solatec/assets/images/icons/pdf.png	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/icons/pdf.png	(from https://7oroof.com/demos/solatec/services-single-service.html)
22:27:55	8087/8087	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Aug%202021%2017:12:53%20GMT	https://7oroof.com/demos/solatec/assets/images/charts/1.png	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/charts/1.png	(from https://7oroof.com/demos/solatec/services-single-service.html)
22:27:55	53984/53984	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:12:52%20GMT	https://7oroof.com/demos/solatec/assets/images/banners/8.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/banners/8.jpg	(from https://7oroof.com/demos/solatec/services-single-service.html)
22:27:55	133027/133027	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:10%20GMT	https://7oroof.com/demos/solatec/assets/images/page-titles/10.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/page-titles/10.jpg	(from https://7oroof.com/demos/solatec/projects-grid.html)
22:27:56	126615/126615	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:14:23%20GMT	https://7oroof.com/demos/solatec/assets/images/portfolio/single/1.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/portfolio/single/1.jpg	(from https://7oroof.com/demos/solatec/projects-single-project.html)
22:27:56	269404/269404	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:10%20GMT	https://7oroof.com/demos/solatec/assets/images/page-titles/11.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/page-titles/11.jpg	(from https://7oroof.com/demos/solatec/blog.html)
22:27:56	27933/27933	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:14:14%20GMT	https://7oroof.com/demos/solatec/assets/images/blog/grid/4.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/blog/grid/4.jpg	(from https://7oroof.com/demos/solatec/blog.html)
22:27:57	72357/72357	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:14:15%20GMT	https://7oroof.com/demos/solatec/assets/images/blog/grid/5.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/blog/grid/5.jpg	(from https://7oroof.com/demos/solatec/blog.html)
22:27:57	50550/50550	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:14:15%20GMT	https://7oroof.com/demos/solatec/assets/images/blog/grid/6.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/blog/grid/6.jpg	(from https://7oroof.com/demos/solatec/blog.html)
22:27:57	2954/2954	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:14:11%20GMT	https://7oroof.com/demos/solatec/assets/images/blog/author/1.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/blog/author/1.jpg	(from https://7oroof.com/demos/solatec/blog-single-post.html)
22:27:57	3662/3662	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Aug%202021%2017:14:11%20GMT	https://7oroof.com/demos/solatec/assets/images/blog/author/2.png	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/blog/author/2.png	(from https://7oroof.com/demos/solatec/blog-single-post.html)
22:27:58	3475/3475	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Aug%202021%2017:14:11%20GMT	https://7oroof.com/demos/solatec/assets/images/blog/author/3.png	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/blog/author/3.png	(from https://7oroof.com/demos/solatec/blog-single-post.html)
22:27:58	321684/321684	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Aug%202021%2017:13:15%20GMT	https://7oroof.com/demos/solatec/assets/images/page-titles/14.jpg	C:/My%20Web%20Sites/TSA/7oroof.com/demos/solatec/assets/images/page-titles/14.jpg	(from https://7oroof.com/demos/solatec/request-quote.html)
